Municipios;Distritos;Secciones;Indicadores_gini_p8020;Periodo;Total
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2021;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2020;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2019;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2018;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2017;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2016;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505021 Alcala de Henares seccion 05021;Distribucion de la renta P80/P20;2015;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2023;25,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2022;25,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2021;25,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2020;27,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2019;27,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2018;27,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2017;27,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2016;30,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Indice de Gini;2015;29,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2023;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2022;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2021;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2020;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2019;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2018;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2017;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2016;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505022 Alcala de Henares seccion 05022;Distribucion de la renta P80/P20;2015;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2023;24,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2022;25,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2021;25,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2020;25,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2019;23,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2018;26,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2017;26,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2016;29,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Indice de Gini;2015;28,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2023;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2022;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2021;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2020;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2019;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2018;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2017;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2016;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505023 Alcala de Henares seccion 05023;Distribucion de la renta P80/P20;2015;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2023;28,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2022;28,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2021;27,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2020;28,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2019;28,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2018;31,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2017;31,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2016;33,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Indice de Gini;2015;32,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2023;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2022;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2021;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2020;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2019;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2018;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2017;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2016;3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505024 Alcala de Henares seccion 05024;Distribucion de la renta P80/P20;2015;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2023;29,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2022;31,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2021;32
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2020;32,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2019;31,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2018;33,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2017;32,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2016;35,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Indice de Gini;2015;35
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2023;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2022;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2021;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2020;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2019;2,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2018;3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2017;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2016;3,6
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505025 Alcala de Henares seccion 05025;Distribucion de la renta P80/P20;2015;3,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2023;27,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2022;29,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2021;30,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2020;31,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2019;29,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2018;30,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2017;31,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2016;33,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Indice de Gini;2015;33,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2023;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2022;2,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2021;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2020;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2019;2,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2018;2,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2017;2,8
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2016;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505026 Alcala de Henares seccion 05026;Distribucion de la renta P80/P20;2015;3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2023;25,1
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2022;25,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2021;26,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2020;28,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2019;28,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2018;28
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2017;27,7
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2016;31,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Indice de Gini;2015;32,5
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2023;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2022;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2021;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2020;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2019;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2018;2,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2017;2,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2016;2,9
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505027 Alcala de Henares seccion 05027;Distribucion de la renta P80/P20;2015;3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2023;21,2
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2022;20,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2021;20,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2020;20,4
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2019;20,3
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2018;21
28005 Alcala de Henares;2800505 Alcala de Henares distrito 05;2800505028 Alcala de Henares seccion 05028;Indice de Gini;2017;21
